,tokenized_text,label,split
1047,"[101, 1037, 3066, 2038, 2042, 2081, 1012, 2085, 2000, 2424, 2041, 2054, 2001, 10573, 2005, 2032, 2025, 2108, 21651, 2005, 2122, 6997, 102]",5,pseudo
1048,"[101, 1996, 6396, 2335, 1998, 1996, 2149, 2865, 2003, 2667, 2000, 11010, 1996, 6545, 1997, 6213, 16756, 1996, 2343, 1997, 1996, 7128, 2402, 8037, 2005, 2775, 22555, 5571, 1012, 2021, 1996, 2248, 2811, 3475, 1005, 1056, 6201, 5844, 1012, 102]",3,pseudo
1049,"[101, 4465, 3944, 18919, 2045, 2003, 3904, 4151, 2004, 1996, 2935, 2005, 2045, 2003, 3904, 4661, 14992, 4445, 2003, 2045, 2151, 2600, 2066, 2256, 2643, 1012, 5212, 1047, 3501, 2615, 102]",5,pseudo
1050,"[101, 2503, 3847, 1997, 2197, 7001, 2028, 11560, 2155, 1005, 1055, 2166, 1999, 2675, 2519, 1012, 102]",5,pseudo
1051,"[101, 2043, 1037, 4314, 2758, 12610, 18351, 2773, 16521, 102]",5,pseudo
1052,"[101, 1996, 5796, 2213, 2031, 2179, 1999, 1996, 5984, 7043, 7071, 2037, 7064, 16864, 1012, 3013, 2125, 1012, 3733, 2000, 4682, 1998, 4487, 23809, 2102, 2054, 1055, 2183, 2006, 1999, 1037, 17183, 4758, 2181, 1012, 17183, 4758, 2004, 1037, 10675, 2005, 11113, 20614, 4895, 28139, 19362, 2098, 2791, 1998, 2561, 24394, 1012, 1045, 2064, 1056, 2130, 1012, 1012, 1012, 102]",3,pseudo
1053,"[101, 2748, 17188, 2024, 2028, 1997, 1996, 2087, 3497, 4176, 2000, 3102, 2017, 1011, 3383, 2057, 2323, 2292, 1996, 15942, 3619, 11092, 2068, 2004, 18551, 2320, 2057, 2644, 5983, 2068, 102]",2,pseudo
1054,"[101, 1037, 2822, 3336, 2001, 2141, 28179, 1012, 3008, 2315, 2032, 5573, 3389, 1012, 102]",5,pseudo
1055,"[101, 2009, 1005, 1055, 4658, 1045, 1005, 1049, 2941, 10201, 1999, 2793, 2870, 2021, 2045, 2003, 2205, 2172, 4569, 2183, 2006, 2157, 2085, 2005, 2033, 2000, 3844, 2009, 2091, 2005, 1996, 2305, 1012, 102]",5,pseudo
1056,"[101, 5205, 6902, 2703, 2056, 2002, 2038, 2196, 2464, 2028, 14021, 5596, 1997, 5025, 3350, 2008, 4632, 4215, 4457, 2010, 2111, 1012, 1012, 1012, 2074, 27263, 2015, 1998, 6876, 8127, 2011, 1996, 2317, 16717, 1012, 27263, 2015, 1998, 6876, 2024, 2200, 3733, 2000, 8275, 3087, 2064, 2079, 2009, 1012, 102]",3,pseudo
1057,"[101, 2111, 7166, 2000, 2031, 2019, 3565, 21934, 24759, 6553, 2283, 1060, 2085, 2283, 1060, 2059, 1012, 2009, 1005, 1055, 4569, 2000, 2424, 1996, 2087, 29170, 2518, 2000, 2425, 2111, 1012, 1996, 2381, 1997, 29273, 6558, 1999, 1996, 2149, 2003, 2178, 17160, 2028, 1012, 102]",5,pseudo
1058,"[101, 2339, 2003, 1037, 22555, 2611, 4129, 2111, 2129, 2000, 4331, 102]",2,pseudo
1059,"[101, 25430, 4402, 4402, 4402, 4402, 15558, 4521, 1037, 5980, 5226, 4306, 1998, 3459, 2372, 102]",3,pseudo
1060,"[101, 2065, 2027, 2020, 2062, 3412, 1998, 3568, 7968, 2099, 2027, 2052, 3789, 16360, 12083, 2015, 102]",2,pseudo
1061,"[101, 2026, 3433, 2052, 2022, 3492, 3722, 1012, 1042, 1057, 1012, 1998, 6865, 1996, 4365, 102]",5,pseudo
1062,"[101, 7349, 13275, 6165, 1998, 7755, 5514, 6393, 1999, 2746, 2086, 1012, 102]",5,pseudo
1063,"[101, 2045, 2442, 2022, 1037, 4962, 2008, 16263, 2017, 2013, 4129, 1996, 3606, 2053, 3043, 1996, 3395, 1012, 102]",5,pseudo
1064,"[101, 10474, 5766, 2758, 4603, 5126, 2123, 1005, 1056, 2514, 3647, 2000, 4671, 2037, 10740, 102]",2,pseudo
1065,"[101, 1996, 6270, 23172, 3711, 2000, 6985, 1037, 3347, 25990, 2278, 1998, 18340, 11424, 6593, 11796, 3508, 2008, 17382, 2369, 1996, 6099, 1997, 4676, 102]",5,pseudo
1066,"[101, 2204, 2305, 3637, 2092, 102]",2,pseudo
1067,"[101, 8854, 5634, 3565, 14540, 6610, 5860, 1011, 6228, 13627, 5514, 2084, 2412, 28988, 8447, 2099, 102]",5,pseudo
1068,"[101, 2054, 1037, 7968, 3124, 1012, 8840, 2140, 102]",5,pseudo
1069,"[101, 102]",5,pseudo
1070,"[101, 2006, 1996, 2028, 2192, 1045, 9587, 14287, 1996, 3279, 1997, 1037, 4365, 2986, 2739, 13307, 1998, 2006, 1996, 2060, 1045, 5382, 2027, 1005, 2128, 2725, 2009, 2000, 3209, 1012, 102]",5,pseudo
1071,"[101, 2002, 8617, 11333, 6873, 2987, 2102, 2002, 102]",5,pseudo
1072,"[101, 1045, 1005, 1049, 3524, 2378, 1005, 2000, 2156, 1996, 2502, 7487, 1012, 1996, 2069, 2518, 3621, 5875, 2055, 2023, 2210, 3049, 11867, 21511, 2003, 2043, 2027, 1005, 2128, 2183, 2000, 5376, 2041, 1998, 2360, 2288, 7507, 102]",3,pseudo
1073,"[101, 2019, 2019, 2239, 3603, 2008, 1996, 2047, 2695, 2043, 2357, 14961, 2091, 12950, 1037, 28497, 2007, 1996, 8797, 2015, 1999, 1996, 4574, 1998, 1996, 1053, 1996, 8691, 1997, 1996, 3282, 1012, 1053, 2018, 2056, 3130, 2045, 2024, 2053, 16507, 2015, 1012, 102]",5,pseudo
1074,"[101, 1012, 1012, 2085, 2008, 2015, 2019, 3437, 1012, 1012, 4067, 1057, 1012, 1012, 1998, 1045, 2228, 24471, 2120, 6620, 2003, 12476, 2061, 102]",5,pseudo
1075,"[101, 2074, 2298, 2006, 2129, 2394, 2047, 6833, 2087, 2308, 14464, 1999, 2039, 2066, 14557, 12803, 5499, 4253, 8239, 4295, 11858, 2739, 2109, 2000, 4377, 3835, 2077, 2085, 2027, 2228, 2045, 1037, 15415, 8739, 1996, 11858, 2047, 4377, 2066, 1037, 4485, 11484, 102]",2,pseudo
1076,"[101, 8334, 4202, 9170, 6080, 2030, 3280, 102]",5,pseudo
1077,"[101, 2049, 2579, 1037, 2096, 1012, 1012, 1012, 2021, 1045, 2572, 3225, 2000, 3305, 2054, 2965, 1999, 1996, 2613, 2088, 102]",5,pseudo
1078,"[101, 2079, 2025, 2128, 25300, 11020, 2063, 1999, 1996, 2627, 2317, 12455, 1012, 3288, 1996, 2627, 2000, 2256, 2925, 1012, 3693, 1996, 2047, 16936, 1012, 102]",5,pseudo
1079,"[101, 2026, 5221, 3571, 2003, 12447, 2039, 1998, 3773, 1996, 4274, 1999, 3143, 8488, 1012, 1045, 2228, 1045, 1005, 2310, 2464, 2008, 2005, 1037, 2146, 2051, 1012, 102]",5,pseudo
1080,"[101, 15624, 2061, 2361, 2005, 1996, 4979, 4060, 2545, 1012, 5564, 1045, 2288, 1037, 3021, 2005, 19960, 2015, 2013, 1996, 12436, 2005, 1012, 1045, 9471, 2000, 3191, 2008, 2112, 1997, 1996, 6666, 2005, 6608, 2039, 1012, 1055, 102]",5,pseudo
1081,"[101, 2079, 2115, 3105, 10153, 102]",5,pseudo
1082,"[101, 3336, 10453, 2232, 4388, 9111, 3632, 2125, 2006, 102]",5,pseudo
1083,"[101, 2064, 1005, 1056, 12731, 3600, 1996, 18029, 102]",5,pseudo
1084,"[101, 4689, 2053, 9004, 27244, 2545, 2006, 1996, 3902, 102]",5,pseudo
1085,"[101, 2008, 2015, 1996, 2298, 2017, 2031, 2096, 2893, 2115, 4632, 4375, 2000, 2017, 1012, 1012, 1012, 8385, 102]",5,pseudo
1086,"[101, 1045, 3422, 2267, 2182, 2021, 2025, 2469, 1045, 2131, 8814, 4757, 2223, 1999, 19817, 27627, 3122, 102]",5,pseudo
1087,"[101, 1045, 6703, 26304, 2009, 2633, 102]",5,pseudo
1088,"[101, 8183, 28176, 12001, 6986, 9923, 102]",5,pseudo
1089,"[101, 2005, 4596, 102]",5,pseudo
1090,"[101, 2053, 2081, 2062, 5379, 1012, 1999, 1012, 2156, 102]",5,pseudo
1091,"[101, 1045, 6655, 3424, 7011, 2180, 1005, 1056, 2022, 2746, 2067, 2000, 2632, 2574, 1012, 5292, 102]",5,pseudo
1092,"[101, 2134, 1005, 1056, 2009, 2131, 2009, 3243, 2157, 2021, 2045, 2003, 5791, 2070, 15316, 4989, 3778, 2006, 1996, 2313, 1997, 5236, 2111, 1012, 102]",5,pseudo
1093,"[101, 1045, 2347, 1005, 1056, 7866, 2017, 1012, 1045, 2001, 2074, 7302, 2041, 2008, 4012, 28397, 5342, 2369, 2060, 3415, 2004, 2092, 1012, 102]",5,pseudo
1094,"[101, 1048, 2863, 2080, 2054, 2317, 4682, 1048, 2863, 2080, 1998, 2054, 2515, 2009, 2812, 2000, 2298, 2012, 2108, 2317, 2054, 102]",5,pseudo
1095,"[101, 9805, 2361, 1012, 2009, 1005, 1055, 2467, 4569, 2000, 2156, 2054, 2428, 6433, 2369, 1996, 14694, 1012, 102]",5,pseudo
1096,"[101, 14910, 7382, 2017, 2488, 2031, 2169, 2711, 6815, 2000, 2022, 1037, 5152, 28667, 4221, 1037, 6019, 2013, 1996, 12849, 5521, 4728, 2045, 2097, 2022, 1037, 9129, 1997, 23503, 2015, 2746, 1999, 6815, 2000, 2022, 5152, 1998, 5983, 2035, 2115, 15960, 2868, 1012, 1012, 1012, 2307, 2033, 4168, 102]",3,pseudo
1097,"[101, 2070, 3167, 2396, 102]",5,pseudo
1098,"[101, 3100, 1045, 2245, 1037, 2978, 2062, 2055, 2009, 1998, 2672, 2017, 2123, 1005, 1056, 2113, 2008, 3173, 2046, 1037, 3793, 4443, 2492, 7545, 2039, 1037, 6123, 12183, 2007, 19351, 1999, 11924, 1012, 102]",5,pseudo
1099,"[101, 2057, 4033, 1005, 1056, 2179, 12114, 2138, 2057, 2064, 1005, 1056, 2156, 2627, 2256, 14448, 2980, 14366, 102]",5,pseudo
1100,"[101, 16780, 2001, 2196, 1999, 20340, 1998, 2064, 1005, 1056, 7615, 2006, 1996, 2942, 2162, 2049, 2025, 1037, 3395, 1045, 1005, 1040, 2360, 1045, 1005, 1049, 2092, 2438, 6727, 2006, 2000, 2191, 2151, 15690, 2030, 10740, 2006, 102]",5,pseudo
1101,"[101, 16776, 2497, 14921, 2024, 2467, 6160, 1012, 102]",5,pseudo
1102,"[101, 2065, 2026, 4167, 2003, 12285, 4826, 2097, 2298, 2005, 2009, 2205, 102]",5,pseudo
1103,"[101, 2054, 1996, 8154, 2323, 2298, 2066, 2005, 2613, 1011, 2166, 21452, 1012, 2644, 2108, 1037, 6517, 2304, 2998, 1998, 3693, 1996, 2601, 2217, 2007, 12436, 4063, 1012, 2362, 2057, 2064, 3627, 1996, 2991, 1998, 3467, 4465, 9088, 1012, 1040, 102]",3,pseudo
1104,"[101, 3449, 2239, 14163, 6711, 12700, 1999, 1005, 15779, 1005, 102]",5,pseudo
1105,"[101, 2200, 12266, 102]",5,pseudo
1106,"[101, 3936, 28493, 11404, 2772, 2125, 2006, 8645, 1999, 8398, 1055, 3409, 2023, 2003, 4121, 5587, 11404, 2000, 1996, 2862, 1997, 8112, 4584, 2057, 2071, 2156, 1999, 1996, 2457, 2282, 1012, 102]",5,pseudo
1107,"[101, 1037, 8618, 14764, 2008, 4329, 2097, 2196, 2022, 8885, 2083, 1037, 10428, 3482, 1012, 102]",5,pseudo
1108,"[101, 1045, 1005, 1049, 2183, 2000, 2175, 5390, 2085, 102]",5,pseudo
1109,"[101, 15729, 2039, 1996, 1005, 10661, 1997, 3671, 1005, 102]",5,pseudo
1110,"[101, 6517, 2739, 3660, 4267, 2307, 3364, 2038, 2351, 102]",5,pseudo
1111,"[101, 4785, 6034, 4633, 2739, 16215, 1011, 2358, 2244, 102]",5,pseudo
1112,"[101, 3426, 2017, 1005, 2128, 2195, 3634, 2661, 2185, 1012, 1012, 1012, 4728, 1012, 1012, 1012, 1999, 1037, 2261, 2847, 4840, 2041, 1997, 1996, 17428, 1012, 2007, 2613, 12136, 1012, 2057, 2123, 1005, 1056, 2079, 1996, 8275, 4933, 2182, 1012, 1012, 1012, 102]",5,pseudo
1113,"[101, 1996, 5268, 2007, 1996, 6887, 16585, 28786, 2003, 4756, 3085, 2205, 1012, 102]",5,pseudo
1114,"[101, 2017, 2024, 1037, 2128, 7559, 5732, 4314, 22822, 2239, 1012, 3847, 2003, 1037, 2529, 2157, 2061, 1996, 18079, 1005, 1056, 2097, 2486, 16728, 2000, 3857, 2188, 2005, 2489, 2040, 12778, 2005, 1996, 4475, 4450, 2643, 2017, 13350, 2024, 8239, 5236, 1012, 102]",5,pseudo
1115,"[101, 102]",5,pseudo
1116,"[101, 2064, 2057, 2025, 8757, 8495, 2006, 2023, 2609, 1045, 2113, 2027, 2890, 2003, 1037, 2193, 2021, 2057, 2342, 2000, 2202, 2091, 1996, 18448, 2015, 102]",5,pseudo
1117,"[101, 3972, 12870, 2017, 2023, 13044, 1012, 102]",5,pseudo
1118,"[101, 2008, 2003, 17109, 1012, 8840, 2140, 102]",5,pseudo
1119,"[101, 2440, 10676, 10041, 2035, 8743, 1045, 2628, 2017, 1012, 2009, 2572, 25581, 2033, 2156, 2074, 2129, 5236, 2017, 5622, 5910, 2024, 1012, 2129, 2146, 2017, 2042, 2006, 11721, 2497, 1037, 2154, 2672, 1012, 2008, 1005, 1055, 2428, 2204, 2470, 12873, 12054, 1012, 102]",5,pseudo
1120,"[101, 2017, 2323, 2022, 2062, 4699, 1999, 2009, 1012, 1996, 2972, 10469, 20241, 1999, 2049, 2536, 13178, 2003, 1037, 15511, 20241, 1012, 102]",2,pseudo
1121,"[101, 1037, 5305, 17548, 2775, 2012, 6677, 2341, 2003, 5621, 2028, 1997, 3268, 19817, 18655, 3111, 1012, 1045, 11839, 2005, 2115, 3969, 22953, 1012, 102]",5,pseudo
1122,"[101, 2012, 1996, 2431, 2145, 4586, 2075, 1012, 18178, 25062, 25032, 13775, 2015, 2039, 1011, 1012, 102]",5,pseudo
1123,"[101, 2066, 2215, 2000, 6819, 3669, 12031, 1996, 3484, 2059, 3422, 2068, 2175, 2066, 1996, 26489, 2080, 102]",5,pseudo
1124,"[101, 1037, 2773, 2013, 1996, 3586, 1055, 2677, 7025, 2097, 6271, 2039, 2256, 2554, 102]",5,pseudo
1125,"[101, 8398, 6732, 6396, 2102, 2089, 2031, 2517, 10812, 6728, 1011, 3968, 2993, 102]",5,pseudo
1126,"[101, 2672, 2016, 1005, 1055, 2279, 1012, 102]",3,pseudo
1127,"[101, 2613, 6583, 2480, 14956, 2847, 2039, 1999, 2023, 7743, 1045, 2064, 2903, 1045, 1005, 1049, 5667, 3038, 2023, 2021, 6616, 1996, 2489, 3006, 102]",5,pseudo
1128,"[101, 2134, 1005, 1056, 6396, 17299, 3322, 2031, 1996, 11417, 3678, 12191, 1998, 2134, 1005, 1056, 6396, 17299, 2191, 4809, 1997, 2673, 2008, 2001, 2006, 11417, 3678, 1005, 1055, 12191, 2077, 8287, 2009, 2000, 8495, 2672, 1045, 1005, 1049, 28616, 1011, 10397, 1012, 102]",5,pseudo
1129,"[101, 2182, 1055, 2339, 1996, 2958, 7798, 2009, 2001, 2881, 2011, 1037, 22822, 2239, 1998, 2009, 2001, 2328, 2011, 28781, 2478, 4942, 1011, 3115, 4475, 4156, 10036, 2013, 2859, 1012, 2053, 2502, 6547, 2182, 1012, 102]",5,pseudo
1130,"[101, 3374, 2123, 1005, 1056, 2444, 1999, 2637, 1012, 2021, 1996, 8774, 2003, 1037, 2204, 2801, 1012, 2097, 2017, 2022, 7467, 2009, 102]",5,pseudo
1131,"[101, 2009, 2035, 3084, 3168, 2085, 1012, 102]",5,pseudo
1132,"[101, 6983, 8986, 14446, 1997, 9303, 2015, 102]",5,pseudo
1133,"[101, 1045, 2123, 1005, 1056, 2113, 2065, 1045, 2071, 4139, 2125, 2008, 4649, 16168, 2298, 27793, 102]",5,pseudo
1134,"[101, 2052, 25044, 2545, 2360, 2027, 2024, 25044, 2075, 2017, 4982, 1037, 4167, 8937, 1012, 1998, 2045, 2024, 2941, 5181, 2040, 2031, 2042, 2170, 3424, 1011, 20604, 2005, 2025, 5955, 3406, 12377, 2290, 1996, 12991, 27086, 3644, 2240, 1012, 102]",5,pseudo
1135,"[101, 3026, 3237, 2326, 6971, 25130, 2063, 7871, 2100, 2000, 23745, 4952, 2013, 2000, 2055, 1043, 7367, 2015, 14262, 3597, 20934, 9331, 23745, 102]",5,pseudo
1136,"[101, 2957, 2013, 16615, 4212, 2003, 2256, 12193, 2100, 102]",5,pseudo
1137,"[101, 1996, 3606, 2003, 2008, 2065, 1996, 22410, 2359, 2000, 2027, 2071, 2272, 2202, 2505, 2027, 2359, 2013, 2017, 2012, 2151, 2051, 2751, 3165, 18550, 9598, 2833, 2115, 4071, 2030, 2130, 2115, 2166, 1012, 102]",5,pseudo
1138,"[101, 2327, 19888, 10085, 3126, 7389, 9243, 7597, 18411, 2278, 1012, 2978, 3597, 2378, 1012, 3802, 2232, 1012, 28855, 14820, 1012, 1060, 14536, 1012, 1060, 14536, 1012, 4647, 2232, 1012, 2978, 3597, 2378, 5356, 1012, 1041, 2891, 1012, 1041, 2891, 1012, 102]",5,pseudo
1139,"[101, 2012, 2054, 2391, 2079, 2017, 2644, 2065, 2002, 11238, 2015, 2006, 1996, 2813, 2030, 4895, 8663, 27064, 2490, 102]",5,pseudo
1140,"[101, 10311, 1998, 4895, 29427, 22822, 14149, 2155, 1055, 2540, 15395, 2000, 8980, 3817, 1055, 3464, 102]",5,pseudo
1141,"[101, 2033, 2205, 3102, 2009, 3102, 2009, 1012, 2398, 2014, 6271, 4263, 2818, 1041, 102]",1,pseudo
1142,"[101, 2061, 3383, 1996, 2190, 2518, 2017, 2064, 2079, 2003, 8011, 1996, 17346, 2000, 1037, 5177, 2740, 2415, 2612, 1997, 3173, 2068, 2005, 1996, 2610, 2065, 2017, 2024, 4457, 1045, 2228, 2057, 2342, 2000, 2147, 29454, 29206, 14626, 2085, 2006, 2893, 2068, 11441, 102]",3,pseudo
1143,"[101, 4661, 3504, 2066, 5199, 1998, 9448, 2024, 2035, 2058, 2023, 2045, 2089, 2092, 2145, 2022, 2070, 4023, 4873, 1999, 8256, 1998, 2017, 10657, 2113, 2008, 2065, 9448, 2003, 2920, 2009, 1005, 2222, 2022, 4569, 102]",5,pseudo
1144,"[101, 102]",5,pseudo
1145,"[101, 2092, 1996, 18700, 2003, 1037, 2034, 1012, 1996, 4688, 2003, 2138, 2016, 2001, 4092, 1012, 2065, 2014, 2677, 2003, 3048, 2009, 1005, 1055, 1037, 4682, 1012, 102]",2,pseudo
1146,"[101, 1045, 3984, 10047, 1037, 2919, 14141, 14141, 14141, 14141, 14141, 14141, 14141, 14141, 14141, 16522, 16522, 2138, 1045, 2293, 4234, 102]",5,pseudo
1147,"[101, 2016, 2003, 11320, 13112, 2149, 2046, 1037, 6270, 3168, 1997, 3036, 1012, 102]",3,pseudo
1148,"[101, 7910, 9616, 26478, 8609, 2015, 2006, 2115, 16215, 2695, 2144, 3225, 2115, 6337, 2651, 14021, 21297, 2080, 1012, 102]",5,pseudo
1149,"[101, 2054, 2679, 2003, 2008, 3899, 2003, 2009, 5760, 26892, 9354, 102]",5,pseudo
1150,"[101, 4441, 24966, 1012, 1045, 2941, 7333, 2000, 5712, 1999, 1998, 2130, 1045, 2228, 2009, 2001, 1037, 8239, 5236, 2801, 1012, 102]",5,pseudo
1151,"[101, 1996, 3114, 2003, 2023, 8709, 1012, 1012, 1012, 1012, 1012, 102]",5,pseudo
1152,"[101, 1049, 1012, 1055, 1012, 2332, 2003, 12476, 1012, 4942, 29234, 2000, 2010, 3424, 1011, 2047, 2259, 2335, 1012, 102]",5,pseudo
1153,"[101, 9530, 19792, 6593, 1996, 2167, 13045, 2251, 16215, 2373, 14842, 1998, 6569, 2293, 2149, 1012, 4012, 3693, 2293, 14949, 19291, 102]",5,pseudo
1154,"[101, 1011, 1011, 5292, 3270, 3270, 1012, 2027, 2071, 4553, 1037, 2518, 2030, 2048, 1012, 102]",2,pseudo
1155,"[101, 2011, 2131, 9436, 1997, 2014, 2017, 2812, 3046, 2014, 1998, 6865, 2014, 2035, 1999, 2104, 2019, 3178, 1045, 2572, 1999, 1012, 102]",3,pseudo
1156,"[101, 1045, 1005, 1049, 4851, 2043, 2003, 1996, 2279, 4495, 2005, 1996, 2935, 2000, 2202, 2068, 2041, 1999, 2028, 6271, 1012, 2002, 2442, 2145, 2022, 10863, 2037, 3033, 1012, 102]",5,pseudo
1157,"[101, 11721, 2497, 1012, 1012, 1012, 2009, 2987, 1005, 1056, 2113, 2009, 1005, 1055, 2013, 2009, 1005, 1055, 1012, 1012, 1012, 102]",5,pseudo
1158,"[101, 1996, 2137, 2111, 5444, 1999, 2023, 2602, 2000, 2644, 10130, 2202, 2067, 12601, 2012, 2256, 6645, 1998, 2404, 1037, 2644, 2000, 2576, 6149, 2791, 102]",5,pseudo
1159,"[101, 7078, 1012, 2045, 2003, 2053, 1041, 15549, 19152, 1012, 102]",5,pseudo
1160,"[101, 2079, 2009, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 2129, 2116, 5089, 2079, 2057, 2031, 2008, 4133, 1999, 1037, 2282, 1998, 2079, 2498, 2021, 8145, 1037, 4638, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012, 3532, 5089, 5089, 2104, 3319, 2145, 8145, 3477, 2005, 2086, 102]",3,pseudo
1161,"[101, 1045, 2387, 2122, 4364, 3807, 1005, 1011, 1012, 1012, 1012, 2027, 2020, 10392, 1998, 6135, 2104, 9250, 1999, 2670, 2149, 1012, 102]",3,pseudo
1162,"[101, 1011, 5875, 10439, 2005, 2111, 1999, 7016, 1012, 1045, 2699, 2023, 1998, 2001, 2428, 6179, 1012, 2435, 2033, 2126, 2000, 18422, 2026, 102]",5,pseudo
1163,"[101, 6616, 2068, 1012, 1012, 10047, 2061, 2058, 2009, 1012, 1012, 1012, 102]",5,pseudo
1164,"[101, 10927, 5499, 2110, 3644, 2313, 27885, 22779, 9250, 1999, 7795, 2011, 17671, 2088, 2739, 102]",5,pseudo
1165,"[101, 2017, 2031, 2657, 2008, 2009, 2001, 2056, 2000, 1996, 2111, 2146, 3283, 2017, 4618, 2025, 4028, 1998, 3087, 2040, 9916, 2097, 2022, 3395, 2000, 8689, 1012, 2021, 1045, 2425, 2017, 2008, 3087, 2040, 2003, 4854, 2007, 1037, 2567, 2030, 2905, 2097, 2022, 3395, 2000, 8689, 1012, 102]",3,pseudo
1166,"[101, 1045, 1005, 1049, 1037, 10474, 13141, 6224, 11386, 2182, 2006, 11721, 2497, 102]",5,pseudo
1167,"[101, 1005, 2040, 1005, 1055, 1996, 6616, 21354, 2008, 5614, 1037, 1012, 2006, 2026, 11721, 4263, 2358, 17001, 102]",5,pseudo
1168,"[101, 13962, 3791, 2000, 2131, 2730, 1012, 2008, 11754, 2100, 3538, 1997, 3899, 4485, 2003, 2130, 4788, 2084, 2065, 2008, 1005, 1055, 2130, 2825, 1012, 2339, 2515, 2023, 8632, 1997, 13044, 2031, 1037, 3036, 14860, 4312, 102]",3,pseudo
1169,"[101, 1045, 2963, 8038, 1012, 1045, 2031, 1037, 2261, 18665, 2000, 4550, 2039, 2034, 2247, 2007, 1037, 22255, 2132, 1012, 102]",5,pseudo
1170,"[101, 6876, 1996, 5088, 2987, 1005, 1056, 2215, 2637, 2000, 2156, 3081, 102]",5,pseudo
1171,"[101, 3146, 3742, 13108, 2001, 2457, 1011, 7761, 2098, 2250, 2386, 2040, 4669, 23503, 1042, 2497, 5530, 1055, 3501, 2860, 5320, 102]",5,pseudo
1172,"[101, 2053, 2469, 2021, 1996, 5608, 2024, 4658, 2007, 1038, 13728, 2061, 2025, 1037, 2502, 3357, 2000, 2490, 7486, 102]",5,pseudo
1173,"[101, 9866, 2005, 1996, 11678, 1012, 102]",5,pseudo
1174,"[101, 2200, 18801, 5009, 2006, 1996, 4435, 1011, 2047, 4875, 5302, 8957, 10168, 5302, 13777, 1054, 1012, 2018, 2000, 3745, 2009, 2144, 2009, 11553, 2033, 1037, 1011, 102]",5,pseudo
1175,"[101, 4412, 2001, 7331, 2000, 2331, 1012, 13350, 15391, 2331, 6531, 1012, 1012, 1012, 2021, 2069, 1999, 3572, 1997, 2304, 24106, 4288, 2317, 2610, 3738, 1012, 2097, 2027, 15391, 1996, 2331, 6531, 2005, 4412, 6638, 3382, 1012, 102]",5,pseudo
1176,"[101, 1045, 3246, 9393, 4702, 2038, 2116, 2116, 11324, 2015, 102]",3,pseudo
1177,"[101, 12049, 8781, 2011, 10558, 2044, 3347, 2954, 1012, 1012, 1012, 102]",5,pseudo
1178,"[101, 2024, 2017, 15060, 2477, 1999, 2344, 25269, 1045, 2042, 2012, 2009, 2035, 2851, 1012, 1045, 2514, 2066, 2026, 2608, 1998, 3456, 2024, 6069, 2991, 2125, 8840, 2140, 17428, 2015, 1998, 4030, 16546, 2869, 1012, 2878, 2160, 14747, 2066, 12984, 6240, 2015, 102]",2,pseudo
1179,"[101, 4086, 5544, 2043, 8038, 2131, 2045, 1012, 1012, 1012, 1012, 1012, 102]",5,pseudo
1180,"[101, 2047, 19095, 2015, 2425, 5365, 2000, 2568, 2037, 2219, 2449, 1012, 6274, 1996, 11897, 2006, 2659, 8066, 6107, 7457, 1996, 3465, 1997, 2542, 2006, 2035, 4841, 1012, 2017, 2215, 2000, 2393, 1996, 3532, 3066, 2007, 1996, 2041, 1997, 2491, 9278, 3623, 1012, 102]",3,pseudo
1181,"[101, 2065, 2025, 2019, 2552, 1997, 2059, 2054, 2347, 1005, 1056, 2009, 2632, 11631, 2050, 19782, 8237, 102]",5,pseudo
1182,"[101, 2396, 5356, 2378, 19764, 2041, 10831, 1999, 2783, 3006, 4044, 2396, 19764, 2041, 2093, 3078, 10831, 2576, 12503, 4923, 3006, 15508, 8398, 1055, 4171, 3013, 3021, 2003, 2757, 102]",5,pseudo
1183,"[101, 2420, 2187, 2663, 1037, 2047, 2146, 2846, 9576, 16913, 8670, 22150, 5883, 1998, 1037, 5747, 9091, 8608, 1040, 2213, 2099, 2462, 1012, 1011, 1060, 3461, 9531, 1012, 4607, 2182, 3531, 3745, 2204, 6735, 102]",5,pseudo
1184,"[101, 2123, 1056, 5293, 2270, 22679, 102]",5,pseudo
1185,"[101, 102]",5,pseudo
1186,"[101, 3958, 12385, 3240, 1045, 3959, 1997, 6012, 8398, 2007, 1037, 5439, 2252, 1012, 3149, 2075, 6221, 2017, 11754, 2100, 2210, 2016, 1011, 2879, 1045, 1005, 1040, 2139, 27578, 2017, 1999, 2270, 1998, 2265, 3071, 2115, 12436, 20876, 1012, 23848, 2050, 102]",3,pseudo
1187,"[101, 2298, 2012, 2122, 4620, 1997, 13475, 5980, 2200, 28810, 10294, 1045, 2097, 3613, 2000, 14451, 2017, 1012, 1045, 2031, 2126, 2062, 4620, 1012, 102]",5,pseudo
1188,"[101, 2507, 2009, 2051, 1012, 1045, 2876, 1005, 1056, 2404, 2009, 2627, 2008, 2214, 7151, 2000, 2360, 2242, 5236, 2066, 2008, 102]",5,pseudo
